transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_YesNo,order,line_item_id,product_id,quantity,unit_price,line_item_amount,promo_item_YesNo
260,2019/04/08,08:12:21,5,26,5148,Yes,1,1,51,2,3,6,No
261,2019/04/08,08:42:08,5,28,5827,Yes,1,1,48,2,2.5,5,No
262,2019/04/08,07:55:11,5,26,0,No,1,1,22,2,2,4,No
262,2019/04/08,07:55:11,5,26,0,No,1,3,72,1,3.25,3.25,No
263,2019/04/08,10:31:08,5,25,5912,Yes,1,1,25,1,2.2,2.2,No
263,2019/04/08,10:31:08,5,25,5912,Yes,1,3,71,1,3.75,3.75,No
264,2019/04/08,07:31:23,5,26,5162,Yes,1,1,29,2,2.5,5,No
265,2019/04/08,10:19:01,5,26,5352,No,1,1,51,2,3,6,No
266,2019/04/08,08:54:27,5,28,5090,No,1,1,22,1,2,2,No
267,2019/04/08,08:57:28,5,26,0,Yes,1,1,23,2,2.5,5,No
267,2019/04/08,08:57:28,5,26,0,Yes,1,3,74,1,3.5,3.5,No
268,2019/04/08,09:59:41,5,26,5768,No,1,1,25,1,2.2,2.2,No
269,2019/04/08,08:10:35,5,26,5736,Yes,1,1,42,1,2.5,2.5,No
270,2019/04/08,17:17:43,5,30,5700,Yes,1,1,29,2,2.5,5,No
271,2019/04/08,16:36:25,5,27,5858,Yes,1,1,53,2,3,6,No
271,2019/04/08,16:36:25,5,27,5858,Yes,1,3,75,1,3.5,3.5,No
272,2019/04/08,18:49:18,5,29,0,Yes,1,1,43,1,3,3,No
273,2019/04/08,12:18:18,5,27,0,No,1,1,51,2,3,6,No
274,2019/04/08,14:36:51,5,27,0,No,1,1,44,1,2.5,2.5,No
275,2019/04/08,11:26:44,5,29,5891,Yes,1,1,34,2,2.45,4.9,No
276,2019/04/08,12:00:27,5,30,5298,Yes,1,1,24,2,3,6,No
276,2019/04/08,12:00:27,5,30,5298,Yes,1,3,75,1,3.5,3.5,No
277,2019/04/08,11:57:13,5,27,5623,No,1,1,46,2,2.5,5,No
278,2019/04/08,16:38:12,5,29,5262,Yes,1,1,45,1,3,3,No
278,2019/04/08,16:38:12,5,29,5262,Yes,1,3,69,1,3.25,3.25,No
279,2019/04/08,18:55:41,5,27,5284,No,1,1,48,2,2.5,5,No
280,2019/04/08,18:43:43,5,30,5698,Yes,1,1,23,2,2.5,5,No
281,2019/04/08,14:53:12,5,29,5081,Yes,1,1,52,2,2.5,5,No
282,2019/04/08,13:40:23,5,27,5671,Yes,1,1,25,1,2.2,2.2,No
282,2019/04/08,13:40:23,5,27,5671,Yes,1,3,72,1,3.25,3.25,No
283,2019/04/08,12:31:53,5,27,5098,No,1,1,38,1,3.75,3.75,No
284,2019/04/08,18:36:57,5,30,0,No,1,1,41,2,4.25,8.5,No
284,2019/04/08,18:36:57,5,30,0,No,1,2,63,4,0.8,3.2,No
284,2019/04/08,18:36:57,5,30,0,No,1,3,73,1,3.75,3.75,No
285,2019/04/08,18:39:53,5,29,5025,Yes,1,1,41,1,4.25,4.25,No
285,2019/04/08,18:39:53,5,29,5025,Yes,1,2,65,3,0.8,2.4,No
286,2019/04/08,11:47:05,5,30,5332,No,1,1,49,1,3,3,No
286,2019/04/08,11:47:05,5,30,5332,No,1,3,76,1,3.5,3.5,No
287,2019/04/08,12:32:00,5,27,0,No,1,1,47,1,3,3,No
288,2019/04/08,16:25:50,5,27,5483,Yes,1,1,39,2,4.25,8.5,No
288,2019/04/08,16:25:50,5,27,5483,Yes,1,2,65,2,0.8,1.6,No
289,2019/04/08,18:06:21,5,27,5045,No,1,1,36,1,3.75,3.75,No
290,2019/04/08,12:54:59,5,30,5302,Yes,1,1,35,2,3.1,6.2,No
291,2019/04/08,11:53:50,5,29,5349,No,1,1,44,2,2.5,5,No
292,2019/04/08,12:18:11,5,30,5754,No,1,1,37,1,3,3,No
293,2019/04/08,18:58:41,5,30,5929,Yes,1,1,31,2,2.2,4.4,No
294,2019/04/08,11:13:46,5,29,0,No,1,1,25,1,2.2,2.2,No
294,2019/04/08,11:13:46,5,29,0,No,9,9,83,1,14,14,No
295,2019/04/08,15:58:41,5,30,0,Yes,1,1,42,1,2.5,2.5,No
296,2019/04/08,16:56:42,5,27,0,Yes,1,1,54,1,2.5,2.5,No
297,2019/04/08,14:10:10,5,30,5035,No,1,1,25,1,2.2,2.2,No
297,2019/04/08,14:10:10,5,30,5035,No,1,3,72,1,3.25,3.25,No
298,2019/04/08,14:31:37,5,30,5432,No,1,1,48,2,2.5,5,No
299,2019/04/08,15:37:59,5,30,5192,No,1,1,31,2,2.2,4.4,No
300,2019/04/08,18:57:51,5,27,5724,No,1,1,36,1,3.75,3.75,No
301,2019/04/08,19:21:38,5,27,0,No,1,1,24,1,3,3,No
301,2019/04/08,19:21:38,5,27,0,No,6,6,6,1,21,21,No
302,2019/04/08,16:46:24,5,29,5049,No,1,1,48,2,2.5,5,No
303,2019/04/08,15:02:17,5,27,5777,Yes,1,1,29,1,2.5,2.5,No
304,2019/04/08,18:06:26,5,27,0,Yes,1,1,34,1,2.45,2.45,No
305,2019/04/08,19:20:15,5,27,5467,No,1,1,41,2,4.25,8.5,No
305,2019/04/08,19:20:15,5,27,5467,No,1,2,65,2,0.8,1.6,No
305,2019/04/08,19:20:15,5,27,5467,No,1,3,74,1,3.5,3.5,No
306,2019/04/08,15:51:16,5,29,0,Yes,1,1,52,2,2.5,5,No
306,2019/04/08,15:51:16,5,29,0,Yes,1,3,73,1,3.75,3.75,No
307,2019/04/08,17:26:04,5,27,5581,Yes,1,1,51,1,3,3,No
308,2019/04/08,16:01:53,5,27,5907,No,1,1,54,1,2.5,2.5,No
309,2019/04/08,20:17:45,5,27,5244,No,1,1,51,2,3,6,No
310,2019/04/08,13:33:50,5,29,0,Yes,1,1,24,2,3,6,No
311,2019/04/08,18:13:50,5,30,0,No,1,1,33,1,3.5,3.5,No
312,2019/04/08,11:34:25,5,27,5576,No,1,1,30,2,3,6,No
313,2019/04/08,11:01:18,5,29,5627,Yes,1,1,57,2,3.1,6.2,No
314,2019/04/08,13:25:08,5,27,5639,No,1,1,43,2,3,6,No
315,2019/04/08,17:15:09,5,27,5334,No,1,1,25,1,2.2,2.2,No
316,2019/04/08,16:34:33,5,30,5356,Yes,1,1,38,2,3.75,7.5,No
317,2019/04/08,11:31:02,5,30,0,Yes,1,1,55,2,4,8,No
318,2019/04/08,12:26:38,5,29,5707,Yes,1,1,57,1,3.1,3.1,No
319,2019/04/08,15:58:56,5,30,5636,No,1,1,48,2,2.5,5,No
320,2019/04/08,20:15:36,5,27,5829,No,1,1,47,2,3,6,No
321,2019/04/08,15:16:46,5,29,5272,Yes,1,1,40,2,3.75,7.5,No
322,2019/04/08,19:27:54,5,29,5217,No,1,1,48,2,2.5,5,No
323,2019/04/08,11:51:54,5,27,0,No,1,1,41,2,4.25,8.5,No
323,2019/04/08,11:51:54,5,27,0,No,1,2,65,1,0.8,0.8,No
324,2019/04/08,20:18:39,5,30,5572,No,1,1,50,2,2.5,5,No
324,2019/04/08,20:18:39,5,30,5572,No,1,3,79,1,3.75,3.75,No
325,2019/04/08,15:10:25,5,30,0,Yes,1,1,52,1,2.5,2.5,No
326,2019/04/08,12:17:03,5,29,0,Yes,1,1,47,2,3,6,No
327,2019/04/08,16:31:13,5,30,5646,No,1,1,61,1,4.75,4.75,No
328,2019/04/08,12:28:26,5,30,5388,No,1,1,38,2,3.75,7.5,No
328,2019/04/08,12:28:26,5,30,5388,No,1,2,65,1,0.8,0.8,No
329,2019/04/08,13:35:32,5,30,5162,Yes,1,1,49,2,3,6,No
330,2019/04/08,12:11:38,5,29,5088,Yes,1,1,33,2,3.5,7,No
331,2019/04/08,12:12:49,5,27,5781,Yes,1,1,29,1,2.5,2.5,No
332,2019/04/08,18:01:54,5,30,0,Yes,1,1,35,2,3.1,6.2,No
333,2019/04/08,12:28:34,5,27,5524,Yes,1,1,60,2,3.75,7.5,No
334,2019/04/08,18:00:01,5,27,0,Yes,1,1,53,1,3,3,No
335,2019/04/08,12:01:24,5,27,5341,No,1,1,40,2,3.75,7.5,No
336,2019/04/08,13:03:03,5,29,0,No,1,1,59,2,4.5,9,No
337,2019/04/08,12:25:55,5,29,5746,No,1,1,54,2,2.5,5,No
338,2019/04/08,15:55:30,5,27,5103,Yes,1,1,50,2,2.5,5,No
339,2019/04/08,18:07:49,5,30,5828,Yes,1,1,40,1,3.75,3.75,No
340,2019/04/08,15:44:32,5,27,5919,No,1,1,56,1,2.55,2.55,No
340,2019/04/08,15:44:32,5,27,5919,No,1,3,76,1,3.5,3.5,No
341,2019/04/08,12:40:55,5,27,0,No,1,1,25,1,2.2,2.2,No
342,2019/04/08,11:52:18,5,29,5860,No,1,1,44,1,2.5,2.5,No
343,2019/04/08,11:47:13,5,29,0,Yes,1,1,49,1,3,3,No
344,2019/04/08,12:45:04,5,29,5262,Yes,1,1,40,2,3.75,7.5,No
345,2019/04/08,20:20:16,5,30,5790,Yes,1,1,35,1,3.1,3.1,No
346,2019/04/08,14:11:34,5,29,0,Yes,1,1,49,1,3,3,No
347,2019/04/08,18:51:29,5,27,0,Yes,1,1,37,1,3,3,No
348,2019/04/08,16:56:14,5,27,5040,No,1,1,29,2,2.5,5,No
349,2019/04/08,17:08:43,5,29,0,Yes,1,1,36,2,3.75,7.5,No
349,2019/04/08,17:08:43,5,29,0,Yes,1,3,76,1,3.5,3.5,No
350,2019/04/08,19:11:56,5,30,0,No,1,1,47,1,3,3,No
351,2019/04/08,15:38:23,5,30,0,Yes,1,1,58,1,3.5,3.5,No
352,2019/04/08,20:02:55,5,30,5778,No,1,1,49,1,3,3,No
353,2019/04/08,14:46:48,5,29,0,Yes,1,1,46,1,2.5,2.5,No
354,2019/04/08,18:53:36,5,29,5799,Yes,1,1,52,2,2.5,5,No
354,2019/04/08,18:53:36,5,29,5799,Yes,1,3,74,1,3.5,3.5,No
355,2019/04/08,12:52:06,5,29,0,Yes,1,1,35,1,3.1,3.1,No
356,2019/04/08,11:49:26,5,27,0,Yes,1,1,37,1,3,3,No
356,2019/04/08,11:49:26,5,27,0,Yes,1,2,64,2,0.8,1.6,No
356,2019/04/08,11:49:26,5,27,0,Yes,2,1,37,1,3,3,No
357,2019/04/08,16:30:41,5,30,5392,No,1,1,30,2,3,6,No
358,2019/04/08,17:12:59,5,29,0,No,1,1,40,2,3.75,7.5,No
359,2019/04/08,17:18:31,5,29,0,No,1,1,52,1,2.5,2.5,No
360,2019/04/08,16:05:08,5,29,0,Yes,1,1,50,2,2.5,5,No
361,2019/04/08,11:55:04,5,27,0,No,1,1,22,2,2,4,No
361,2019/04/08,11:55:04,5,27,0,No,6,6,18,1,10.95,10.95,No
362,2019/04/08,20:00:00,5,27,5225,Yes,1,1,23,2,2.5,5,No
363,2019/04/08,11:26:18,5,29,5184,Yes,1,1,52,2,2.5,5,No
364,2019/04/08,17:03:55,5,27,5529,Yes,1,1,33,1,3.5,3.5,No
365,2019/04/08,15:04:38,5,27,0,Yes,1,1,35,2,3.1,6.2,No
366,2019/04/08,19:17:25,5,30,5447,No,1,1,53,1,3,3,No
367,2019/04/08,11:23:05,5,30,0,Yes,1,1,39,1,4.25,4.25,No
367,2019/04/08,11:23:05,5,30,0,Yes,1,2,64,1,0.8,0.8,No
368,2019/04/08,17:47:44,5,27,5308,Yes,1,1,48,1,2.5,2.5,No
369,2019/04/08,16:03:18,5,30,0,No,1,1,37,1,3,3,No
370,2019/04/08,20:11:59,5,30,5203,No,1,1,35,1,3.1,3.1,No
370,2019/04/08,20:11:59,5,30,5203,No,1,3,79,1,3.75,3.75,No
371,2019/04/08,13:03:08,5,27,5203,Yes,1,1,40,1,3.75,3.75,No
371,2019/04/08,13:03:08,5,27,5203,Yes,1,2,65,3,0.8,2.4,No
372,2019/04/08,14:26:52,5,29,5234,Yes,1,1,23,2,2.5,5,No
373,2019/04/08,11:55:21,5,30,5271,Yes,1,1,52,2,2.5,5,No
374,2019/04/08,17:35:49,5,27,5743,Yes,1,1,44,1,2.5,2.5,No
375,2019/04/08,11:48:01,5,30,5347,Yes,1,1,36,2,3.75,7.5,No
376,2019/04/08,20:03:08,5,29,0,No,1,1,42,2,2.5,5,No
377,2019/04/08,14:12:05,5,27,5307,Yes,1,1,55,2,4,8,No
378,2019/04/08,18:07:49,5,30,5916,No,1,1,22,1,2,2,No
379,2019/04/08,13:08:00,5,30,0,Yes,1,1,23,1,2.5,2.5,No
380,2019/04/08,15:58:58,5,29,0,No,1,1,36,1,3.75,3.75,No
381,2019/04/08,17:26:20,5,27,5440,No,1,1,32,1,3,3,No
382,2019/04/08,19:01:51,5,29,0,Yes,1,1,60,1,3.75,3.75,No
383,2019/04/08,15:59:08,5,29,0,Yes,1,1,40,2,3.75,7.5,No
383,2019/04/08,15:59:08,5,29,0,Yes,1,2,64,1,0.8,0.8,No
384,2019/04/08,14:04:45,5,27,5549,Yes,1,1,46,1,2.5,2.5,No
385,2019/04/08,19:59:21,5,27,5636,No,1,1,57,2,3.1,6.2,No
386,2019/04/08,12:38:21,5,30,0,No,1,1,48,1,2.5,2.5,No
387,2019/04/08,17:53:10,5,29,5730,No,1,1,49,1,3,3,No
388,2019/04/08,16:33:12,5,29,0,Yes,1,1,38,1,3.75,3.75,No
389,2019/04/08,18:39:35,5,27,5542,No,1,1,49,1,3,3,No
390,2019/04/08,20:11:38,5,30,5592,No,1,1,57,1,3.1,3.1,No
391,2019/04/08,13:17:02,5,30,5803,Yes,1,1,32,2,3,6,No
392,2019/04/08,11:39:24,5,30,5499,Yes,1,1,28,2,2,4,No
393,2019/04/08,16:47:55,5,29,0,No,1,1,59,1,4.5,4.5,No
394,2019/04/08,15:05:45,5,30,0,Yes,1,1,24,2,3,6,No
395,2019/04/08,18:32:55,5,29,0,No,1,1,54,2,2.5,5,No
396,2019/04/08,20:14:25,5,30,0,No,1,1,61,2,4.75,9.5,No
397,2019/04/08,11:11:39,5,29,5115,Yes,1,1,39,1,4.25,4.25,No
397,2019/04/08,11:11:39,5,29,5115,Yes,1,2,65,2,0.8,1.6,No
398,2019/04/08,15:33:09,5,29,5231,Yes,1,1,51,1,3,3,No
399,2019/04/08,12:31:29,5,27,0,No,1,1,52,2,2.5,5,No
400,2019/04/08,19:32:45,5,29,5467,No,1,1,42,2,2.5,5,No
401,2019/04/08,11:01:41,5,29,5641,No,1,1,35,2,3.1,6.2,No
402,2019/04/08,15:44:01,5,27,5121,No,1,1,30,1,3,3,No
403,2019/04/08,15:18:23,5,29,0,No,1,1,25,1,2.2,2.2,No
404,2019/04/08,13:57:35,5,29,5270,Yes,1,1,32,1,3,3,No
405,2019/04/08,19:32:15,5,29,0,No,1,1,40,1,3.75,3.75,No
405,2019/04/08,19:32:15,5,29,0,No,1,2,64,4,0.8,3.2,No
406,2019/04/08,14:22:31,5,30,5743,No,1,1,57,2,3.1,6.2,No
407,2019/04/08,13:39:58,5,30,5924,Yes,1,1,45,1,3,3,No
408,2019/04/08,17:47:49,5,27,5732,Yes,1,1,60,1,3.75,3.75,No
409,2019/04/08,14:30:39,5,30,5787,No,1,1,50,2,2.5,5,No
410,2019/04/08,11:22:22,5,29,5772,No,1,1,42,2,2.5,5,No
411,2019/04/08,14:10:52,5,27,0,No,1,1,38,1,3.75,3.75,No
412,2019/04/08,14:01:00,5,30,0,Yes,1,1,61,2,4.75,9.5,No
413,2019/04/08,13:38:14,5,30,5092,Yes,1,1,41,1,4.25,4.25,No
413,2019/04/08,13:38:14,5,30,5092,Yes,1,2,64,4,0.8,3.2,No
414,2019/04/08,20:03:55,5,27,5622,Yes,1,1,35,1,3.1,3.1,No
415,2019/04/08,18:33:58,5,27,5378,Yes,1,1,44,1,2.5,2.5,No
416,2019/04/08,19:43:55,5,29,0,Yes,1,1,56,2,2.55,5.1,No
417,2019/04/08,19:07:30,5,30,5928,No,1,1,60,2,3.75,7.5,No
418,2019/04/08,14:58:47,5,30,0,No,1,1,25,2,2.2,4.4,No
418,2019/04/08,14:58:47,5,30,0,No,1,3,76,1,3.5,3.5,No
419,2019/04/08,16:10:53,5,29,0,Yes,1,1,46,2,2.5,5,No
420,2019/04/08,14:37:53,5,30,5833,No,1,1,45,1,3,3,No
421,2019/04/08,18:30:02,5,27,0,Yes,1,1,59,1,4.5,4.5,No
421,2019/04/08,18:30:02,5,27,0,Yes,1,3,72,1,3.25,3.25,No
422,2019/04/08,18:52:24,5,30,5858,No,1,1,55,2,4,8,No
422,2019/04/08,18:52:24,5,30,5858,No,1,3,75,1,3.5,3.5,No
422,2019/04/08,18:52:24,5,30,5858,No,6,6,20,1,7.6,7.6,No
423,2019/04/08,11:11:31,5,27,0,Yes,1,1,24,2,3,6,No
424,2019/04/08,18:07:40,5,29,5739,No,1,1,35,2,3.1,6.2,No
425,2019/04/08,11:38:50,5,29,5344,No,1,1,46,1,2.5,2.5,No
426,2019/04/08,20:13:21,5,30,5228,Yes,1,1,32,1,3,3,No
427,2019/04/08,16:01:25,5,30,5859,No,1,1,40,2,3.75,7.5,No
427,2019/04/08,16:01:25,5,30,5859,No,1,2,65,2,0.8,1.6,No
428,2019/04/08,12:05:32,5,27,0,No,1,1,42,1,2.5,2.5,No
429,2019/04/08,13:07:18,5,30,5106,No,1,1,23,1,2.5,2.5,No
430,2019/04/08,19:08:19,5,29,0,Yes,1,1,51,2,3,6,No
431,2019/04/08,20:16:31,5,29,0,Yes,1,1,42,2,2.5,5,No
432,2019/04/08,15:13:39,5,27,0,No,1,1,33,2,3.5,7,No
432,2019/04/08,15:13:39,5,27,0,No,9,9,83,1,14,14,No
433,2019/04/08,11:55:52,5,29,5347,No,1,1,44,2,2.5,5,No
434,2019/04/08,12:54:11,5,30,0,Yes,1,1,26,1,3,3,No
435,2019/04/08,12:15:13,5,29,5397,Yes,1,1,54,2,2.5,5,No
436,2019/04/08,13:24:59,5,27,0,Yes,1,1,37,1,3,3,No
436,2019/04/08,13:24:59,5,27,0,Yes,6,6,5,1,15,15,No
437,2019/04/08,16:57:56,5,30,5807,No,1,1,52,2,2.5,5,No
438,2019/04/08,15:18:31,5,27,5243,Yes,1,1,59,2,4.5,9,No
438,2019/04/08,15:18:31,5,27,5243,Yes,1,3,70,1,3.25,3.25,No
439,2019/04/08,11:38:43,5,30,5400,No,1,1,36,2,3.75,7.5,No
440,2019/04/08,17:49:22,5,29,5306,No,1,1,42,1,2.5,2.5,No
441,2019/04/08,12:58:32,5,30,5389,Yes,1,1,41,2,4.25,8.5,No
441,2019/04/08,12:58:32,5,30,5389,Yes,1,2,65,4,0.8,3.2,No
441,2019/04/08,12:58:32,5,30,5389,Yes,1,3,74,1,3.5,3.5,No
442,2019/04/08,13:54:17,5,27,0,No,1,1,59,1,4.5,4.5,No
442,2019/04/08,13:54:17,5,27,0,No,1,3,79,1,3.75,3.75,No
443,2019/04/08,13:45:09,5,29,5796,Yes,1,1,37,1,3,3,No
443,2019/04/08,13:45:09,5,29,5796,Yes,1,2,63,1,0.8,0.8,No
444,2019/04/08,11:25:12,5,29,5162,No,1,1,31,1,2.2,2.2,No
445,2019/04/08,20:23:34,5,30,0,No,1,1,34,1,2.45,2.45,No
446,2019/04/08,16:48:10,5,30,5097,Yes,1,1,41,2,4.25,8.5,No
446,2019/04/08,16:48:10,5,30,5097,Yes,1,2,63,1,0.8,0.8,No
446,2019/04/08,16:48:10,5,30,5097,Yes,1,3,75,1,3.5,3.5,No
446,2019/04/08,16:48:10,5,30,5097,Yes,6,6,13,1,8.95,8.95,No
447,2019/04/08,18:21:16,5,30,5184,No,1,1,23,2,2.5,5,No
448,2019/04/08,16:51:36,5,30,5630,No,1,1,48,2,2.5,5,No
1,2019/04/08,08:06:29,8,41,0,Yes,1,1,22,1,2,2,No
1,2019/04/08,08:06:29,8,41,0,Yes,1,3,77,1,3,3,No
2,2019/04/08,07:12:48,8,41,0,No,1,1,38,1,3.75,3.75,No
2,2019/04/08,07:12:48,8,41,0,No,1,2,63,2,0.8,1.6,No
3,2019/04/08,06:43:03,8,42,0,Yes,1,1,60,1,3.75,3.75,No
4,2019/04/08,06:38:15,8,42,0,No,1,1,42,2,2.5,5,No
5,2019/04/08,09:53:08,8,43,0,Yes,1,1,31,2,2.2,4.4,No
5,2019/04/08,09:53:08,8,43,0,Yes,1,3,72,1,3.25,3.25,No
6,2019/04/08,11:25:34,8,42,8354,Yes,1,1,38,1,3.75,3.75,No
7,2019/04/08,07:51:49,8,43,0,Yes,1,1,46,2,2.5,5,No
8,2019/04/08,06:34:15,8,43,0,Yes,1,1,56,1,2.55,2.55,No
9,2019/04/08,09:52:13,8,41,0,Yes,1,1,57,1,3.1,3.1,No
10,2019/04/08,06:45:35,8,41,0,No,1,1,29,2,2.5,5,No
11,2019/04/08,11:14:19,8,43,8322,No,1,1,25,2,2.2,4.4,No
12,2019/04/08,10:42:13,8,42,0,Yes,1,1,26,2,3,6,No
13,2019/04/08,08:16:38,8,42,0,Yes,1,1,45,1,3,3,No
13,2019/04/08,08:16:38,8,42,0,Yes,1,3,73,1,3.75,3.75,No
14,2019/04/08,07:28:02,8,41,0,Yes,1,1,29,1,2.5,2.5,No
15,2019/04/08,11:15:49,8,43,0,No,1,1,29,2,2.5,5,No
16,2019/04/08,10:07:16,8,43,0,No,1,1,36,2,3.75,7.5,No
17,2019/04/08,08:51:54,8,41,0,Yes,1,1,56,1,2.55,2.55,No
18,2019/04/08,06:35:56,8,43,0,No,1,1,49,1,3,3,No
19,2019/04/08,08:23:51,8,42,0,Yes,1,1,47,1,3,3,No
20,2019/04/08,06:45:35,8,43,8022,No,1,1,29,1,2.5,2.5,No
20,2019/04/08,06:45:35,8,43,8022,No,1,3,69,1,3.25,3.25,No
21,2019/04/08,10:25:39,8,42,0,No,1,1,35,1,3.1,3.1,No
22,2019/04/08,07:31:23,8,43,0,Yes,1,1,52,1,2.5,2.5,No
23,2019/04/08,09:05:41,8,43,8002,Yes,1,1,51,1,3,3,No
24,2019/04/08,07:41:16,8,43,0,Yes,1,1,49,2,3,6,No
25,2019/04/08,06:47:22,8,41,0,No,1,1,42,2,2.5,5,No
26,2019/04/08,07:19:28,8,43,0,No,1,1,43,1,3,3,No
27,2019/04/08,07:25:54,8,42,0,No,1,1,31,1,2.2,2.2,No
28,2019/04/08,11:04:19,8,42,0,Yes,1,1,35,2,3.1,6.2,No
28,2019/04/08,11:04:19,8,42,0,Yes,1,3,74,1,3.5,3.5,No
29,2019/04/08,10:44:54,8,41,0,No,1,1,53,2,3,6,No
29,2019/04/08,10:44:54,8,41,0,No,1,3,77,1,3,3,No
30,2019/04/08,10:42:25,8,42,0,Yes,1,1,52,2,2.5,5,No
30,2019/04/08,10:42:25,8,42,0,Yes,1,3,74,1,3.5,3.5,No
31,2019/04/08,10:39:25,8,41,0,No,1,1,56,1,2.55,2.55,No
32,2019/04/08,07:53:43,8,41,0,No,1,1,49,1,3,3,No
33,2019/04/08,11:26:58,8,42,0,Yes,1,1,54,2,2.5,5,No
34,2019/04/08,06:33:50,8,42,8318,No,1,1,26,1,3,3,No
35,2019/04/08,08:57:49,8,42,0,Yes,1,1,57,2,3.1,6.2,No
36,2019/04/08,11:22:22,8,41,0,No,1,1,27,1,3.5,3.5,No
37,2019/04/08,08:11:23,8,41,8186,Yes,1,1,46,1,2.5,2.5,No
37,2019/04/08,08:11:23,8,41,8186,Yes,1,3,78,1,4.5,4.5,No
38,2019/04/08,10:44:31,8,42,0,Yes,1,1,34,1,2.45,2.45,No
38,2019/04/08,10:44:31,8,42,0,Yes,1,3,74,1,3.5,3.5,No
39,2019/04/08,08:38:43,8,42,8160,No,1,1,49,1,3,3,No
40,2019/04/08,10:54:45,8,43,0,Yes,1,1,42,1,2.5,2.5,No
40,2019/04/08,10:54:45,8,43,0,Yes,1,3,71,1,3.75,3.75,No
41,2019/04/08,08:12:28,8,43,0,Yes,1,1,51,1,3,3,No
42,2019/04/08,06:45:34,8,43,0,Yes,1,1,58,1,3.5,3.5,No
43,2019/04/08,06:40:48,8,41,0,No,1,1,23,1,2.5,2.5,No
44,2019/04/08,09:20:48,8,43,8395,No,1,1,34,2,2.45,4.9,No
44,2019/04/08,09:20:48,8,43,8395,No,1,3,75,1,3.5,3.5,No
45,2019/04/08,09:58:58,8,42,0,Yes,1,1,38,2,3.75,7.5,No
45,2019/04/08,09:58:58,8,42,0,Yes,1,2,65,1,0.8,0.8,No
45,2019/04/08,09:58:58,8,42,0,Yes,1,3,70,1,3.25,3.25,No
46,2019/04/08,08:03:13,8,41,0,No,1,1,38,2,3.75,7.5,No
46,2019/04/08,08:03:13,8,41,0,No,1,2,64,2,0.8,1.6,No
47,2019/04/08,10:03:33,8,41,0,Yes,1,1,26,1,3,3,No
48,2019/04/08,10:10:10,8,42,0,No,1,1,33,1,3.5,3.5,No
49,2019/04/08,10:11:23,8,41,0,No,1,1,46,1,2.5,2.5,No
50,2019/04/08,07:22:45,8,41,0,No,1,1,37,2,3,6,No
50,2019/04/08,07:22:45,8,41,0,No,1,2,63,2,0.8,1.6,No
51,2019/04/08,08:12:58,8,43,8184,No,1,1,27,2,3.5,7,No
52,2019/04/08,07:56:17,8,41,0,No,1,1,34,2,2.45,4.9,No
53,2019/04/08,11:17:35,8,43,0,Yes,1,1,24,1,3,3,No
53,2019/04/08,11:17:35,8,43,0,Yes,1,3,74,1,3.5,3.5,No
54,2019/04/08,07:58:58,8,42,8161,No,1,1,60,1,3.75,3.75,No
54,2019/04/08,07:58:58,8,42,8161,No,1,3,78,1,4.5,4.5,No
55,2019/04/08,09:07:24,8,42,0,No,1,1,30,2,3,6,No
56,2019/04/08,10:24:42,8,43,0,Yes,1,1,31,1,2.2,2.2,No
56,2019/04/08,10:24:42,8,43,0,Yes,6,6,7,1,19.75,19.75,No
57,2019/04/08,09:54:40,8,42,0,No,1,1,48,2,2.5,5,No
57,2019/04/08,09:54:40,8,42,0,No,6,6,21,1,13.33,13.33,No
58,2019/04/08,07:17:44,8,41,0,Yes,1,1,49,2,3,6,No
59,2019/04/08,08:02:18,8,43,0,Yes,1,1,33,2,3.5,7,No
59,2019/04/08,08:02:18,8,43,0,Yes,1,3,70,1,3.25,3.25,No
60,2019/04/08,11:06:17,8,42,0,No,1,1,33,2,3.5,7,No
61,2019/04/08,10:33:14,8,41,0,Yes,1,1,40,2,3.75,7.5,No
61,2019/04/08,10:33:14,8,41,0,Yes,1,2,64,2,0.8,1.6,No
62,2019/04/08,10:56:30,8,42,0,Yes,1,1,38,2,3.75,7.5,No
62,2019/04/08,10:56:30,8,42,0,Yes,6,6,16,1,8.95,8.95,No
63,2019/04/08,10:12:05,8,41,0,Yes,1,1,37,1,3,3,No
63,2019/04/08,10:12:05,8,41,0,Yes,1,2,84,2,0.8,1.6,No
63,2019/04/08,10:12:05,8,41,0,Yes,1,3,70,1,3.25,3.25,No
63,2019/04/08,10:12:05,8,41,0,Yes,6,6,20,1,7.6,7.6,No
64,2019/04/08,06:34:49,8,43,8374,No,1,1,60,1,3.75,3.75,No
64,2019/04/08,06:34:49,8,43,8374,No,1,3,78,1,4.5,4.5,No
65,2019/04/08,10:18:00,8,43,0,Yes,1,1,57,1,3.1,3.1,No
66,2019/04/08,08:31:36,8,41,0,Yes,1,1,35,2,3.1,6.2,No
67,2019/04/08,06:42:36,8,41,0,Yes,1,1,57,1,3.1,3.1,No
68,2019/04/08,07:23:34,8,41,8220,No,1,1,52,1,2.5,2.5,No
69,2019/04/08,11:26:17,8,41,0,No,1,1,27,1,3.5,3.5,No
70,2019/04/08,09:37:10,8,41,0,Yes,1,1,34,2,2.45,4.9,No
71,2019/04/08,07:42:59,8,42,0,Yes,1,1,29,2,2.5,5,No
